"Accepted Symbol","Synonym Symbol","Scientific Name","PLANTS Floristic Area","State and Province","Category","Kingdom","Duration","Growth Habit","Active Growth Period","After Harvest Regrowth Rate","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Leaf Retention","Lifespan","Low Growing Grass","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Drought Tolerance","Fertility Requirement","Fire Tolerance","Moisture Use","Precipitation (Minimum)","Precipitation (Maximum)","Shade Tolerance","Temperature, Minimum (F)","Bloom Period","Propogated by Bulbs","Berry/Nut/Seed Product","Palatable Human"
"ACGR2","","Acalypha gracilens","NA (L48)","USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACHI2","","Acalypha hispida","NA (GU, PB), PR","USA+(PR), USA(PW)","Dicot","Plantae","Perennial","Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACRH","","Acalypha rhomboidea","NA (L48, CAN)","CAN(NB, NS, ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACVI","","Acalypha virginica","NA (L48)","USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WV)","Dicot","Plantae","Annual","Forb/herb","Spring, Summer, Fall","Slow","Yes","No","Red","Yes","Green","Moderate","Porous","Coarse","Red","No","Single Crown","Rapid","","3.0","No","","No","Erect","None","No","Yes","No","Medium","Medium","None","Medium","13","60","Intermediate","33","Early Summer","No","No","No"
"ACSH","","Acamptopappus shockleyi","NA (L48)","USA(CA, NV)","Dicot","Plantae","Perennial","Subshrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACANT6","","Acanthocereus","NA (L48)","USA+(VI), USA(FL, HI, TX)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACDU2","","Acanthomintha duttonii","NA (L48)","USA(CA)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACIL","","Acanthomintha ilicifolia","NA (L48)","USA(CA)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACHI","","Acanthospermum hispidum","NA (L48, CAN), HI, PR, VI","CAN(ON), USA+(PR, VI), USA(AL, FL, GA, HI, NJ, NY, OR, SC, VA)","Dicot","Plantae","Annual, Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACANT7","","Acanthus","NA (L48, PB)","USA(CA, PW)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACMO8","","Acanthus mollis","NA (L48)","USA(CA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACPOP","","Acanthus polystachyus var. pseudopubescens","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACPOP","ACPU4","Acanthus pubescens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACSP7","","Acanthus spinosus","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACSC5","","Acarospora schleicheri","NA (L48)","USA(ID, NV)","Lichen","Fungi","","Lichenous","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACMU5","","Acaulon muticum","NA (L48)","USA(NY)","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTR4","","Acaulon triquetrum","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACER","","Acer","NA (L48)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACCA5","","Acer campestre","NA (L48, CAN)","CAN(ON), USA(CA, IN, KY, MA, NJ, NY, OH, PA)","Dicot","Plantae","Perennial","Tree, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACCI","","Acer circinatum","NA (L48, AK, CAN)","CAN(BC), USA(AK, CA, OR, WA)","Dicot","Plantae","Perennial","Tree, Shrub, Vine","Spring and Summer","","Yes","No","Green","Yes","Green","Moderate","Porous","Medium","Brown","No","Single Stem","Moderate","15","20","No","Long","No","Erect","None","Yes","Yes","Yes","Low","Medium","Medium","Medium","24","80","Tolerant","-13","Spring","No","No","No"
"ACCI5","","Acer cissifolium","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACFL","","Acer floridanum","NA (L48)","USA(AL, AR, FL, GA, IL, KY, LA, MO, MS, NC, OK, SC, TN, TX, VA)","Dicot","Plantae","Perennial","Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACFL","ACBA3","Acer barbatum","","","","","","","Spring and Summer","","Yes","No","Yellow","No","Green","Dense","Porous","Medium","Red","Yes","Single Stem","Moderate","30","50","No","Moderate","No","Erect","None","Yes","Yes","No","Low","Medium","None","Medium","40","65","Tolerant","-18","Mid Spring","No","No","Yes"
"ACGI","","Acer ginnala","NA (L48, CAN)","CAN(MB, NB, ON, SK), USA(CT, IA, IL, KY, MA, ME, MI, MN, ND, NH, NJ, NY, OH, PA, VT, WI)","Dicot","Plantae","Perennial","Tree, Shrub","Spring and Summer","","Yes","No","White","No","Green","Dense","Moderate","Medium","Brown","Yes","Multiple Stem","Rapid","15","20","No","Moderate","No","Rounded","None","Yes","Yes","No","Low","Medium","High","Medium","30","60","Intermediate","-28","Mid Spring","No","No","No"
"ACGL","","Acer glabrum","NA (L48, AK, CAN)","CAN(AB, BC), USA(AK, AZ, CA, CO, ID, MT, NE, NM, NV, OR, SD, UT, WA, WY)","Dicot","Plantae","Perennial","Shrub, Tree","Spring and Summer","","Yes","No","Green","No","Green","Dense","Porous","Coarse","Brown","No","Multiple Stem","Rapid","15","30","No","Moderate","No","Erect","None","Yes","Yes","No","Medium","Medium","High","Low","9","60","Intermediate","-43","Late Spring","No","No","No"
"ACGLD3","","Acer glabrum var. diffusum","NA (L48)","USA(AZ, CA, NV, UT)","Dicot","Plantae","Perennial","Tree, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACGLD4","","Acer glabrum var. douglasii","NA (L48, AK, CAN)","CAN(AB, BC), USA(AK, CA, ID, MT, NV, OR, WA, WY)","Dicot","Plantae","Perennial","Shrub, Tree","Spring and Summer","","Yes","No","Green","No","Green","Moderate","Porous","Coarse","Brown","No","Single Stem","Moderate","20","30","No","Moderate","No","Erect","None","Yes","Yes","No","Low","Medium","Low","Medium","16","50","Tolerant","-13","Late Spring","No","No","No"
"ACGLN2","","Acer glabrum var. neomexicanum","NA (L48)","USA(AZ, CO, NM, UT)","Dicot","Plantae","Perennial","Tree, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACGLN2","ACGLN","Acer glabrum ssp. neomexicanum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACGLT2","","Acer glabrum var. torreyi","NA (L48)","USA(CA, NV, OR)","Dicot","Plantae","Perennial","Shrub, Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACGR3","","Acer grandidentatum","NA (L48)","USA(AZ, CO, ID, MT, NM, NV, TX, UT, WA, WY)","Dicot","Plantae","Perennial","Tree, Shrub","Spring and Summer","","No","No","Yellow","Yes","Green","Moderate","Porous","Medium","Brown","No","Single Stem","Moderate","20","38","No","Short","No","Erect","None","Yes","Yes","Yes","Low","Medium","Medium","Medium","16","30","Intermediate","-31","Spring","No","No","No"
"ACGR14","","Acer griseum","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACJA2","","Acer japonicum","NA (CAN)","CAN(ON), USA(NJ)","Dicot","Plantae","Perennial","Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACMA3","","Acer macrophyllum","NA (L48, CAN)","CAN(BC), USA(CA, OR, WA)","Dicot","Plantae","Perennial","Tree","Spring and Summer","","Yes","No","Yellow","No","Green","Dense","Porous","Medium","Brown","No","Single Stem","Rapid","30","60","No","Moderate","No","Erect","None","Yes","Yes","Yes","Low","Medium","High","Medium","22","260","Intermediate","-14","Mid Spring","No","No","Yes"
"ACNE2","","Acer negundo","NA (L48, CAN)","CAN(AB, BC, MB, NB, NS, NT, ON, PE, QC, SK), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","Perennial","Tree","Spring and Summer","","Yes","No","White","No","Green","Dense","Porous","Coarse","Brown","Yes","Multiple Stem","Rapid","35","60","No","Short","No","Erect","None","Yes","Yes","Yes","High","Medium","Low","Medium","15","75","Tolerant","-46","Early Spring","No","No","Yes"
"ACNEN","","Acer negundo var. negundo","NA (L48, CAN)","CAN(AB, BC, MB, NB, NS, NT, ON, PE, QC, SK), USA(AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV)","Dicot","Plantae","Perennial","Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACNEN","NEAC","Negundo aceroides","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACNI5","","Acer nigrum","NA (L48, CAN)","CAN(ON, QC), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, NC, NH, NJ, NY, OH, PA, SD, TN, VA, VT, WI, WV)","Dicot","Plantae","Perennial","Tree","Spring and Summer","","Yes","No","Yellow","No","Green","Dense","Porous","Medium","Brown","No","Single Stem","Moderate","28","100","No","Moderate","No","Erect","None","Yes","Yes","Yes","Medium","Medium","Low","Medium","24","60","Tolerant","-47","Late Spring","No","No","Yes"
"ACPA2","","Acer palmatum","NA (L48, CAN)","CAN(ON), USA(CT, DC, DE, NJ, NY, OH, PA)","Dicot","Plantae","Perennial","Tree, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACPE","","Acer pensylvanicum","NA (L48, CAN)","CAN(NB, NS, ON, PE, QC), USA(CT, GA, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV)","Dicot","Plantae","Perennial","Tree, Shrub","Spring and Summer","","Yes","Yes","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Single Stem","Slow","25","35","No","Short","No","Erect","None","Yes","Yes","No","Low","Medium","Medium","Low","24","76","Tolerant","-47","Late Spring","No","No","No"
"ACPL","","Acer platanoides","NA (L48, CAN)","CAN(BC, NB, NS, ON, PE, QC), USA(CT, DC, DE, ID, IL, IN, KY, MA, MD, ME, MI, MN, MT, NC, NH, NJ, NY, OH, OR, PA, RI, TN, VA, VT, WA, WI, WV)","Dicot","Plantae","Perennial","Tree","Spring and Summer","","Yes","No","Green","No","Red","Dense","Porous","Coarse","Brown","Yes","Single Stem","Slow","35","50","No","Moderate","No","Erect","None","No","Yes","No","Low","Medium","Low","Medium","24","60","Intermediate","-33","Mid Spring","No","No","No"
"ACPS","","Acer pseudoplatanus","NA (L48, CAN)","CAN(BC, NB, NS, ON), USA(CT, DC, DE, IL, KY, MA, MD, ME, MI, NC, NJ, NY, PA, RI)","Dicot","Plantae","Perennial","Tree","Spring and Summer","","No","No","Green","No","Yellow-Green","Dense","Porous","Coarse","Green","Yes","Single Stem","Moderate","60","70","No","Moderate","No","Erect","None","No","Yes","Yes","Medium","Medium","Medium","Medium","32","60","Intolerant","-23","Late Spring","No","No","No"
"ACRU","","Acer rubrum","NA (L48, CAN)","CAN(NB, NF, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WI, WV)","Dicot","Plantae","Perennial","Tree","Spring and Summer","","Yes","No","Red","Yes","Green","Dense","Porous","Medium","Red","Yes","Single Stem","Rapid","35","68","No","Short","No","Rounded","Slight","Yes","Yes","Yes","Medium","Medium","Low","High","25","80","Intermediate","-47","Early Spring","No","No","Yes"
"ACRUD","","Acer rubrum var. drummondii","NA (L48)","USA(AL, AR, DE, FL, GA, IL, IN, KY, LA, MO, MS, NC, NJ, OK, SC, TN, TX, VA)","Dicot","Plantae","Perennial","Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACSA2","","Acer saccharinum","NA (L48, CAN)","CAN(NB, ON, QC, SK), USA(AL, AR, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV)","Dicot","Plantae","Perennial","Tree","Spring and Summer","","Yes","No","Yellow","Yes","Green","Dense","Porous","Medium","Brown","Yes","Single Stem","Rapid","45","90","No","Moderate","No","Rounded","None","Yes","Yes","Yes","Low","Low","Low","Medium","20","70","Intermediate","-47","Early Spring","No","No","Yes"
"ACSA3","","Acer saccharum","NA (L48, CAN)","CAN(NB, NS, ON, PE, QC), USA(AL, AR, CT, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV)","Dicot","Plantae","Perennial","Tree, Shrub","Spring and Summer","","Yes","No","Green","No","Green","Dense","Porous","Coarse","Brown","No","Single Stem","Slow","20","100","No","Long","No","Erect","None","Yes","Yes","No","Medium","Medium","Low","Medium","22","80","Tolerant","-47","Mid Spring","No","No","Yes"
"ACSP2","","Acer spicatum","NA (L48, CAN, SPM)","CAN(LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(AL, CT, GA, IA, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV)","Dicot","Plantae","Perennial","Tree, Shrub","Spring and Summer","","Yes","No","Yellow","No","Green","Dense","Porous","Coarse","Brown","No","Multiple Stem","Moderate","25","25","No","Moderate","No","Erect","None","No","Yes","No","Low","Medium","High","Medium","30","70","Tolerant","-47","Spring","No","No","No"
"ACTA80","","Acer tataricum","NA (L48)","USA(MA, MN, OH, RI)","Dicot","Plantae","Perennial","Tree, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACHIL","","Achillea","GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACFI","","Achillea filipendulina","NA (L48, CAN)","CAN(ON), USA(CA, MI, NY, UT, VT)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACMI2","","Achillea millefolium","NA (L48, AK, CAN, GL, SPM), HI","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","Perennial","Forb/herb","Spring","Moderate","No","No","White","Yes","Green","Porous","Porous","Fine","Brown","No","Rhizomatous","Moderate","","3.0","No","Moderate","No","Erect","Slight","No","Yes","No","Medium","Medium","High","Medium","8","60","Intermediate","-38","Early Summer","No","No","No"
"ACMIO","","Achillea millefolium var. occidentalis","NA (L48, AK, CAN, GL, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","Perennial","Forb/herb","Spring","Moderate","No","No","White","Yes","Green","Porous","Porous","Fine","Brown","No","Rhizomatous","Moderate","","3.0","No","Moderate","No","Erect","Slight","Yes","Yes","No","Medium","Low","High","Medium","8","26","Intermediate","-38","Late Spring","No","No","No"
"ACMIO","ACLA5","Achillea lanulosa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACMIO","ACTO3","Achillea tomentosa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTR","","Achlys triphylla","NA (L48, CAN)","CAN(BC), USA(CA, OR, WA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACHY","","Achnatherum hymenoides","NA (L48, CAN)","CAN(AB, BC, MB, SK, YT), USA(AR, AZ, CA, CO, ID, KS, MN, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY)","Monocot","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Moderate","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Moderate","","2.0","No","Short","No","Erect","None","Yes","Yes","No","High","Low","High","Low","8","16","Intolerant","-36","Late Spring","No","No","No"
"ACHY","ORHY","Oryzopsis hymenoides","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACNED","","Achnatherum nelsonii ssp. dorei","NA (L48, CAN)","CAN(AB, BC, SK, YT), USA(AZ, CA, CO, ID, MT, NM, NV, OR, SD, TX, UT, WA, WY)","Monocot","Plantae","Perennial","Graminoid","Spring and Summer","Moderate","No","No","Yellow","No","Green","Moderate","Porous","Fine","Brown","No","Bunch","Moderate","","3.0","No","Short","No","Erect","None","No","Yes","No","High","Low","High","Low","6","20","Intolerant","-28","Early Summer","No","No","No"
"ACNED","STCO3","Stipa columbiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACNEN2","","Achnatherum nelsonii ssp. nelsonii","NA (L48, CAN)","CAN(SK), USA(AZ, CO, ID, MT, NM, NV, UT, WY)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACPA13","","Achnatherum parishii","NA (L48)","USA(AZ, CA, NV, UT)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACSC11","","Achnatherum scribneri","NA (L48)","USA(CO, NM, OK, TX, WY)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACSC11","STSC2","Stipa scribneri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACSP12","","Achnatherum speciosum","NA (L48)","USA(AZ, CA, CO, NM, NV, OR, UT)","Monocot","Plantae","Perennial","Graminoid","Spring and Summer","Slow","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Moderate","","2.0","No","Moderate","No","Erect","None","Yes","Yes","No","High","Low","High","Low","6","14","Intolerant","-13","Late Spring","No","No","No"
