"Accepted Symbol","Synonym Symbol","Scientific Name","PLANTS Floristic Area","State and Province","Category","Kingdom","Duration","Growth Habit","Active Growth Period","After Harvest Regrowth Rate","Bloat","C:N Ratio","Coppice Potential","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Known Allelopath","Leaf Retention","Lifespan","Low Growing Grass","Nitrogen Fixation","Resprout Ability","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Anaerobic Tolerance","CaCO<SUB>3</SUB> Tolerance","Cold Stratification Required","Drought Tolerance","Fertility Requirement","Fire Tolerance","Frost Free Days, Minimum","Hedge Tolerance","Moisture Use","pH (Minimum)","pH (Maximum)","Planting Density per Acre, Minimum","Planting Density per Acre, Maximum","Precipitation (Minimum)","Precipitation (Maximum)","Root Depth, Minimum (inches)","Salinity Tolerance","Shade Tolerance","Temperature, Minimum (°F)","Bloom Period","Commercial Availability","Fruit/Seed Abundance","Fruit/Seed Period Begin","Fruit/Seed Period End","Fruit/Seed Persistence","Propogated by Bare Root","Propogated by Bulbs","Propogated by Container","Propogated by Corms","Propogated by Cuttings","Propogated by Seed","Propogated by Sod","Propogated by Sprigs","Propogated by Tubers","Seeds per Pound","Seed Spread Rate","Seedling Vigor","Small Grain","Vegetative Spread Rate","Berry/Nut/Seed Product","Christmas Tree Product","Fodder Product","Fuelwood Product","Lumber Product","Naval Store Product","Nursery Stock Product","Palatable Browse Animal","Palatable Graze Animal","Palatable Human","Post Product","Protein Potential","Pulpwood Product","Veneer Product"
"COHE2","","Collomia heterophylla","NA (L48, CAN)","CAN(BC), USA(CA, ID, OR, WA)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COLI2","","Collomia linearis","NA (L48, AK, CAN), HI","CAN(AB, BC, MB, NB, NS, NT, ON, PE, QC, SK, YT), USA(AK, AZ, CA, CO, CT, HI, IA, ID, IL, IN, MA, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, SD, UT, VT, WA, WI, WY)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COTI2","","Collomia tinctoria","NA (L48)","USA(CA, ID, MT, NV, OR, UT, WA)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COES","","Colocasia esculenta","NA (L48, GU, PB), HI, PR","USA+(PR), USA(AL, FL, GA, HI, LA, MS, NC, PA, PW, SC, TX)","Monocot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COAN","","Cologania angustifolia","NA (L48)","USA(AZ, NM, TX)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COPA4","","Cologania pallida","NA (L48)","USA(AZ, NM, TX)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COMI15","","Cololejeunea minutissima","NA (L48)","USA(NAV)","Liverwort","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COMO14","","Colophospermum mopane","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COAR3","","Colubrina arborescens","NA (L48, NAV), PR, VI","USA+(PR, VI), USA(FL, NAV)","Dicot","Plantae","Perennial","Shrub, Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COAS3","","Colubrina asiatica","NA (L48, GU, PB), HI","USA(FL, HI, PW)","Dicot","Plantae","Perennial","Tree, Shrub, Vine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COAM6","","Columnea ambigua","PR","USA+(PR)","Dicot","Plantae","Perennial","Subshrub, Shrub, Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COAR6","","Colutea arborescens","NA (L48, CAN)","CAN(ON), USA(CA, CO, CT, MA, MI, NJ, NM, NV, NY, OH, OK, PA, RI, UT, WV)","Dicot","Plantae","Perennial","Tree, Shrub","Spring and Summer","","None","Low","No","No","No","Yellow","Yes","Green","Dense","Porous","Coarse","Brown","Yes","Multiple Stem","Rapid","8","8.0","No","No","Long","No","Medium","Yes","Erect","None","Yes","Yes","Yes","None","High","No","High","Medium","Medium","150","Medium","Medium","6.0","8.5","700","2700","24","45","20","Low","Intermediate","-13","Late Spring","Routinely Available","Medium","Summer","Fall","No","Yes","No","Yes","No","Yes","Yes","No","No","No","33793","Slow","Medium","No","None","No","No","No","","No","No","No","Low","Low","No","No","Low","No","No"
"COUM","","Comandra umbellata","NA (L48, AK, CAN)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","Perennial","Subshrub, Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COUMC","","Comandra umbellata ssp. californica","NA (L48, CAN)","CAN(BC), USA(AZ, CA, NV, OR, WA)","Dicot","Plantae","Perennial","Forb/herb, Subshrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COUMP","","Comandra umbellata ssp. pallida","NA (L48, CAN)","CAN(AB, BC, MB, NT, SK, YT), USA(AZ, CO, ID, KS, MN, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY)","Dicot","Plantae","Perennial","Subshrub, Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CODI3","","Comarostaphylis diversifolia","NA (L48)","USA(CA)","Dicot","Plantae","Perennial","Shrub, Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CODIP","","Comarostaphylis diversifolia ssp. planifolia","NA (L48)","USA(CA)","Dicot","Plantae","Perennial","Shrub, Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CODIP","CODIP2","Comarostaphylis diversifolia var. planifolia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COPA28","","Comarum palustre","NA (L48, AK, CAN, GL, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, CA, CO, CT, IA, ID, IL, IN, MA, ME, MI, MN, MT, ND, NH, NJ, NY, OH, OR, PA, UT, VT, WA, WI, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COPA28","POPA14","Potentilla palustris","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COMBR","","Combretum","","USA(PW)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COHE15","","Combretum hereroense","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COIM2","","Combretum imberbe","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COOB13","","Combretum obovatum","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COPAM","","Combretum paniculatum ssp. microphyllum","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COMME","","Commelina","NA (L48, PB)","CAN(ON, QC), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UM, VA, VT, WA, WI, WV, WY)","Monocot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COCO3","","Commelina communis","NA (L48, CAN)","CAN(ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV)","Monocot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CODI4","","Commelina dianthifolia","NA (L48)","USA(AZ, CO, NM, TX)","Monocot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CODI5","","Commelina diffusa","NA (L48, GU, PB), HI, PR, VI","USA+(PR, VI), USA(AL, AR, DC, DE, FL, GA, HI, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, PW, SC, TN, TX, UM, VA, VT, WV)","Monocot","Plantae","Annual, Perennial","Forb/herb","Summer","Slow","None","Low","No","No","No","Blue","Yes","Yellow-Green","Porous","Porous","Coarse","Brown","No","Stoloniferous","Rapid","","1.0","No","No","Short","No","None","No","Decumbent","None","No","Yes","Yes","Medium","Medium","No","Low","Medium","None","120","None","Medium","5.2","7.2","2700","4800","32","60","4","None","Tolerant","47","Summer","No Known Source","Medium","Summer","Fall","No","No","No","Yes","No","Yes","Yes","No","Yes","No","175000","Moderate","High","No","Moderate","No","No","No","","No","No","No","","","No","No","","No","No"
"COER","","Commelina erecta","NA (L48), PR, VI","USA+(PR, VI), USA(AL, AR, AZ, CO, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, NE, NJ, NM, NY, OK, PA, RI, SC, SD, TN, TX, VA, WI, WV, WY)","Monocot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COERE","","Commelina erecta var. erecta","NA (L48), PR, VI","USA+(PR, VI), USA(AL, AR, AZ, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, NM, NY, OK, PA, RI, SC, TN, TX, VA, WV)","Monocot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COLA19","","Commelina latifolia","","","Monocot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COVI3","","Commelina virginica","NA (L48), PR","USA+(PR), USA(AL, AR, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)","Monocot","Plantae","Perennial","Forb/herb","Summer and Fall","Slow","None","Medium","No","No","No","Blue","Yes","Green","Moderate","Porous","Medium","Red","No","Rhizomatous","Moderate","","3.5","No","No","Long","No","None","No","Erect","None","No","Yes","Yes","None","Medium","No","Low","High","Medium","165","None","Medium","4.7","6.7","2700","4800","36","55","10","None","Tolerant","-18","Mid Summer","No Known Source","Medium","Summer","Fall","No","No","No","Yes","No","No","Yes","No","No","No","175000","Slow","Low","No","Rapid","No","No","No","","No","No","No","","","No","No","","No","No"
"COMMI2","","Commiphora","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COPE80","","Comptonia peregrina","NA (L48, CAN)","CAN(NB, NS, ON, PE, QC), USA(CT, DC, DE, GA, IL, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV)","Dicot","Plantae","Perennial","Subshrub, Shrub","Summer","","None","High","No","No","No","White","No","Green","Moderate","Porous","Medium","Brown","No","Rhizomatous","Slow","2","2.0","No","No","Moderate","No","Low","Yes","Erect","None","Yes","Yes","No","None","Low","Yes","High","Low","High","100","None","Low","4.0","7.0","1200","4800","30","60","14","Low","Intermediate","-38","Spring","No Known Source","Low","Summer","Fall","No","Yes","No","Yes","No","Yes","No","No","No","No","30000","None","Low","No","Moderate","No","No","No","","No","No","No","Medium","Low","No","No","Low","No","No"
"COER5","","Condalia ericoides","NA (L48)","USA(AZ, NM, TX)","Dicot","Plantae","Perennial","Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
